spoofed,time_sin,time_cos,lat_sin,lat_cos,long_sin,long_cos,n_satellites,sv_prn_1,sv_prn_2,sv_prn_3,sv_prn_4,sv_prn_5,sv_prn_6,sv_prn_7,sv_prn_8,sv_prn_9,sv_prn_10,sv_prn_11,sv_prn_12,sv_prn_13,sv_prn_14,sv_prn_15,sv_prn_16,sv_prn_17,sv_prn_18,sv_prn_19,sv_prn_20,sv_prn_21,sv_prn_22,sv_prn_23,sv_prn_24,sv_prn_25,sv_prn_26,sv_prn_27,sv_prn_28,sv_prn_29,sv_prn_30,sv_prn_31,sv_prn_32
0,0.1503262438392623,0.9886364450156482,-0.9942718576425202,-0.10688064885699357,-0.21831226470954287,-0.9758789653832028,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15039813911282707,0.988625510368511,-0.994271866472168,-0.10688056671795491,-0.2183119998572536,-0.9758790246328315,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15047003359101174,0.9886145704930308,-0.9942718679645022,-0.10688055283530103,-0.2183117562953275,-0.9758790791195646,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15054192727343613,0.9886036253892656,-0.9942718696433779,-0.10688053721731448,-0.2183114664622939,-0.9758791439574281,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15061382015971997,0.9885926750572733,-0.9942718743691006,-0.10688049325557693,-0.21831111588068638,-0.9758792223850908,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1506857122494831,0.9885817194971117,-0.9942718873648284,-0.10688037236079406,-0.21831081071853498,-0.9758792906519822,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15075760354234533,0.9885707587088387,-0.9942718861212186,-0.10688038392967342,-0.2183105123692848,-0.9758793573946835,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15082949403792648,0.9885597926925124,-0.9942718814576812,-0.10688042731296846,-0.2183102137361433,-0.9758794242007972,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15090138373584625,0.9885488214481908,-0.9942718690215722,-0.10688054300175362,-0.21830990034164566,-0.975879494309016,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15097327263572455,0.9885378449759317,-0.994271858886133,-0.10688063728811455,-0.21830954379860246,-0.9758795740696933,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1510451607371812,0.9885268632757934,-0.9942718536629587,-0.10688068587740265,-0.21830924885572855,-0.9758796400499642,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15111704803983594,0.9885158763478339,-0.9942718524193455,-0.10688069744628073,-0.21830902005498715,-0.9758796912338279,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1511889345433087,0.9885048841921111,-0.9942718435896869,-0.10688077958531735,-0.21830869558939883,-0.975879763818297,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1512608202472192,0.9884938868086836,-0.9942718433409641,-0.10688078189909293,-0.2183084131368329,-0.9758798270041644,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15133270515118735,0.9884828841976091,-0.9942718486263239,-0.10688073273136056,-0.21830812131647356,-0.9758798922855578,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15140458925483297,0.988471876358946,-0.9942718540360427,-0.10688068240673922,-0.21830786214137204,-0.9758799502639982,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15147647255777585,0.9884608632927524,-0.994271854346946,-0.1068806795145197,-0.21830754023054633,-0.9758800222765545,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15154835505963596,0.9884498449990867,-0.9942718486885046,-0.10688073215291577,-0.2183071975970382,-0.9758800989247233,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15162023676003303,0.9884388214780071,-0.9942718452063853,-0.10688076454577597,-0.21830687369905885,-0.9758801713815807,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15169211765858692,0.9884277927295718,-0.9942718466987224,-0.10688075066312148,-0.2183065952205836,-0.9758802336778813,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15176399775491756,0.9884167587538393,-0.9942718439005904,-0.10688077669309785,-0.2183062673483497,-0.975880307023577,11,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15183587704864476,0.9884057195508679,-0.994271834138214,-0.10688086750879217,-0.2183058335917987,-0.9758804040556353,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1519077555393884,0.9883946751207159,-0.9942718269252426,-0.1068809346082844,-0.21830548386135398,-0.9758804822907671,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15197963322676836,0.9883836254634417,-0.9942718160435964,-0.10688103583596528,-0.21830507707257946,-0.9758805732897521,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1520515101104045,0.9883725705791038,-0.9942717922904809,-0.10688125680153109,-0.2183048017165842,-0.9758806348870147,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1521233861899167,0.9883615104677607,-0.9942717771804892,-0.10688139736339365,-0.21830452465733716,-0.9758806968652132,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15219526146492485,0.9883504451294709,-0.9942717677289618,-0.10688148528686171,-0.218304157610583,-0.9758807789735044,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15226713593504884,0.9883393745642928,-0.9942717639359123,-0.10688152057193677,-0.21830381185421513,-0.9758808563190076,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15233900959990856,0.988328298772285,-0.9942717511265887,-0.10688163973137221,-0.21830346212360918,-0.9758809345534146,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1524108824591239,0.988317217753506,-0.9942717368870809,-0.10688177219501613,-0.2183030811670237,-0.9758810197728942,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15248275451231474,0.9883061315080146,-0.9942717261918933,-0.10688187168735724,-0.21830275017193088,-0.9758810938159277,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15255462575910103,0.9882950400358693,-0.9942717189166729,-0.10688193936528602,-0.21830248617068046,-0.9758811528724693,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15262649619910268,0.9882839433371289,-0.9942717145017933,-0.10688198043479759,-0.21830218782086228,-0.9758812196126253,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15269836583193958,0.9882728414118518,-0.9942717169268681,-0.10688195787548932,-0.21830193602608933,-0.9758812759384521,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15277023465723163,0.9882617342600969,-0.994271702936044,-0.10688208802535165,-0.2183018204900387,-0.975881301783539,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15284210267459877,0.9882506218819229,-0.994271696655713,-0.10688214644817785,-0.2183016453407866,-0.975881340963903,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15291396988366093,0.9882395042773886,-0.9942716867688484,-0.10688223842074544,-0.21830145429467374,-0.9758813837003094,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15298583628403806,0.9882283814465528,-0.9942717014436885,-0.10688210190800325,-0.21830109718319543,-0.9758814635849034,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15305770187535006,0.9882172533894743,-0.9942716949146305,-0.10688216264460548,-0.21830089534990668,-0.9758815087342464,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1531295666572169,0.9882061201062119,-0.9942716867066668,-0.10688223899918925,-0.2183006520712326,-0.9758815631547071,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15320143062925848,0.9881949815968246,-0.9942716892561106,-0.10688221528299312,-0.21830033981153787,-0.9758816330058513,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15327329379109478,0.9881838378613712,-0.9942716827892274,-0.10688227544115081,-0.21830008716504132,-0.975881689521704,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15334515614234576,0.9881726888999106,-0.9942716686118167,-0.10688240732634006,-0.21829973828575383,-0.9758817675642738,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15341701768263133,0.9881615347125019,-0.9942716484027582,-0.10688259532057652,-0.21829935818046028,-0.9758818525917977,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15348887841157152,0.988150375299204,-0.9942716424954883,-0.10688265027273594,-0.21829901583018252,-0.9758819291735931,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15356073832878625,0.988139210660076,-0.9942716383914882,-0.10688268845002721,-0.2182987061252237,-0.9758819984527091,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15363259743389546,0.9881280407951768,-0.9942716255820246,-0.10688280760944761,-0.2182982950777288,-0.9758820904013746,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1537044557265192,0.9881168657045656,-0.9942716074248965,-0.10688297651503006,-0.21829790617225855,-0.9758821773968452,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15377631320627738,0.9881056853883015,-0.994271591755023,-0.10688312228286027,-0.2182976169060509,-0.9758822421035948,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15384816987279004,0.9880944998464434,-0.9942715691829058,-0.1068833322579443,-0.21829727909759936,-0.9758823176687775,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15392002572567712,0.9880833090790507,-0.9942715461132857,-0.10688354686057339,-0.21829699181845885,-0.975882381930841,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15399188076455864,0.9880721130861826,-0.9942715300080517,-0.10688369667750061,-0.21829680219150602,-0.9758824243488364,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15406373498905454,0.9880609118678981,-0.9942715144624376,-0.10688384128843205,-0.21829653790602296,-0.9758824834672688,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15413558839878488,0.9880497054242566,-0.9942714908952466,-0.10688406051859886,-0.21829628809803298,-0.9758825393471392,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1542074409933697,0.9880384937553174,-0.994271457192214,-0.10688437403508243,-0.21829602409639282,-0.9758825984019323,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15427929277242886,0.9880272768611397,-0.9942714404028434,-0.10688453021487657,-0.21829580977246799,-0.9758826463442121,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1543511437355825,0.9880160547417828,-0.9942714234268997,-0.10688468812999727,-0.21829559743564197,-0.9758826938419475,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1544229938824506,0.9880048273973061,-0.9942713936412083,-0.10688496520451052,-0.21829532605326646,-0.975882754547542,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1544948432126532,0.9879935948277689,-0.9942713652234727,-0.10688522955325407,-0.21829506971613274,-0.9758828118875896,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15456669172581028,0.9879823570332308,-0.9942713462575488,-0.1068854059785601,-0.2182949115989785,-0.9758828472567771,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1546385394215419,0.987971114013751,-0.9942713161607396,-0.10688568594526891,-0.21829476483673213,-0.9758828800859639,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1547103862994681,0.9879598657693891,-0.9942712761766335,-0.10688605788449976,-0.2182945391578322,-0.9758829305679394,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1547822323592089,0.9879486123002046,-0.9942712340159481,-0.10688645006923882,-0.2182943404468409,-0.9758829750174345,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15485407760038433,0.9879373536062568,-0.9942712014936615,-0.10688675259521442,-0.2182941576327214,-0.9758830159109342,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1549259220226145,0.9879260896876055,-0.9942711870669201,-0.10688688679411303,-0.21829390328263001,-0.9758830728061809,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15499776562551937,0.9879148205443101,-0.9942711642452704,-0.10688709908288561,-0.21829368725536324,-0.9758831211289893,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15506960840871906,0.9879035461764304,-0.9942711255665123,-0.10688745887474653,-0.2182935297059047,-0.9758831563709547,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1551414503718336,0.9878922665840258,-0.9942710855195585,-0.10688783139234777,-0.2182933128270016,-0.9758832048841771,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1552132915144831,0.987880981767156,-0.994271037264037,-0.10688828026447053,-0.21829311468370072,-0.9758832492064247,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15528513183628756,0.9878696917258808,-0.994270949396182,-0.10688909760501707,-0.21829315698076707,-0.9758832397450886,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1553569713368671,0.9878583964602599,-0.994270894361833,-0.10688960952740334,-0.2182930499606718,-0.9758832636841702,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15542881001584177,0.9878470959703528,-0.9942708508938387,-0.10689001385930332,-0.21829289524992007,-0.9758832982910444,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15550064787283166,0.9878357902562195,-0.9942708044407361,-0.10689044595646288,-0.2182927396875436,-0.9758833330883904,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1555724849074569,0.9878244793179196,-0.9942707584849384,-0.106890873426057,-0.21829262329963098,-0.9758833591228848,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15564432111933751,0.9878131631555132,-0.9942707204266827,-0.10689122743333689,-0.2182925310409171,-0.9758833797599743,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15571615650809364,0.9878018417690599,-0.9942706724805633,-0.10689167341307874,-0.21829245553070678,-0.9758833966506318,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15578799107334534,0.9877905151586197,-0.9942706280167333,-0.10689208699997779,-0.218292445027407,-0.9758833990000837,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15585982481471272,0.9877791833242524,-0.9942705915127329,-0.10689242654613197,-0.21829243310474192,-0.9758834016670289,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15593165773181594,0.987767846266018,-0.994270550966416,-0.10689280369107917,-0.2182923615687511,-0.9758834176686976,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15600348982427506,0.9877565039839764,-0.9942705210540874,-0.10689308192223466,-0.2182922976973308,-0.975883431955897,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15607532109171024,0.9877451564781877,-0.9942704827462929,-0.10689343824320331,-0.21829228378755489,-0.975883435067331,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15614715153374154,0.9877338037487118,-0.9942704425727222,-0.10689381191744987,-0.21829236469135466,-0.975883416970212,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1562189811499891,0.9877224457956087,-0.9942703979214367,-0.10689422723958422,-0.2182924455951525,-0.9758833988730864,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1562908099400731,0.9877110826189387,-0.9942703356083501,-0.10689480683952295,-0.21829250407298476,-0.9758833857923527,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15636263790361365,0.9876997142187617,-0.9942702713670598,-0.106895404371157,-0.21829259434458848,-0.975883365599757,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15643446504023087,0.9876883405951378,-0.9942702262175935,-0.1068958243207626,-0.21829270590666214,-0.975883340644745,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1565062913495449,0.9876769617481271,-0.9942701809435703,-0.10689624542723589,-0.218292837055966,-0.9758833113083026,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15657811683117592,0.98766557767779,-0.9942701298857013,-0.10689672032888001,-0.21829298239891304,-0.9758832787968998,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.156649941484744,0.9876541883841866,-0.9942700812530254,-0.1068971726712277,-0.21829305478651156,-0.9758832626046894,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15672176530986942,0.9876427938673771,-0.9942700454313832,-0.10689750585432378,-0.21829313625804334,-0.9758832443805086,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15679358830617227,0.9876313941274217,-0.9942699966739685,-0.1068979593535187,-0.21829327932999706,-0.9758832123770528,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15686541047327268,0.9876199891643808,-0.9942699496576943,-0.10689839665629221,-0.21829347520230682,-0.9758831685627639,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.1569372318107909,0.9876085789783147,-0.9942699085493921,-0.10689877900698179,-0.2182936795907953,-0.9758831228434639,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15700905231834703,0.9875971635692837,-0.9942698707992785,-0.10689913012174618,-0.21829381471429019,-0.9758830926179033,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15708087199556128,0.9875857429373482,-0.9942698301260356,-0.10689950842330456,-0.2182939455796883,-0.9758830633448108,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15715269084205388,0.9875743170825686,-0.9942697872137425,-0.10689990754878743,-0.21829400121877132,-0.9758830508989789,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1572245088574449,0.9875628860050054,-0.9942697392015377,-0.1069003541065516,-0.21829405430299875,-0.9758830390246361,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15729632604135463,0.9875514497047189,-0.9942696884526679,-0.1069008261157724,-0.21829414372295142,-0.9758830190223946,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15736814239340322,0.9875400081817696,-0.9942696460373869,-0.10690122061365566,-0.21829420333625274,-0.9758830056875623,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15743995791321086,0.9875285614362181,-0.9942695957856488,-0.1069016879952915,-0.21829427515608446,-0.9758829896222598,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15751177260039784,0.9875171094681249,-0.9942695437922827,-0.10690217157329453,-0.2182942796980509,-0.975882988606272,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15758358645458428,0.9875056522775505,-0.9942694922962289,-0.1069026505237329,-0.21829429218845622,-0.9758829858123057,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15765539947539037,0.9874941898645556,-0.9942694343317956,-0.10690318963216724,-0.21829432426608875,-0.9758829786368916,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.15772721166243642,0.9874827222292009,-0.9942693873132209,-0.10690362693469431,-0.2182943234144702,-0.9758829788273893,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15779902301534257,0.9874712493715467,-0.9942693471358208,-0.10690400060853006,-0.2182943711051093,-0.9758829681595149,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15787083353372913,0.987459771291654,-0.9942693067095025,-0.1069043765961204,-0.2182944065892153,-0.975882960222107,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15794264321721627,0.9874482879895834,-0.9942692730000637,-0.10690469011191525,-0.21829444661528558,-0.9758829512687094,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,0.1580144520654242,0.9874367994653955,-0.9942692366783439,-0.10690502792227953,-0.21829448607361066,-0.9758829424423086,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0,0.15808626007797322,0.9874253057191513,-0.9942691902187163,-0.10690546001873846,-0.21829457208708053,-0.9758829232020193,12,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
