spoofed,GGA_gps_qi,GGA_sat_num,GGA_hdop,GGA_antenna_alt,GGA_geoidal_sep,GGA_age_of_diff_gps_data,GGA_diff_ref_station_id,GPGSV_sat_in_view,GPGSV_prn_0,GPGSV_elevation_0,GPGSV_azimuth_0,GPGSV_snr_0,GPGSV_prn_1,GPGSV_elevation_1,GPGSV_azimuth_1,GPGSV_snr_1,GPGSV_prn_2,GPGSV_elevation_2,GPGSV_azimuth_2,GPGSV_snr_2,GPGSV_prn_3,GPGSV_elevation_3,GPGSV_azimuth_3,GPGSV_snr_3,GPGSV_prn_4,GPGSV_elevation_4,GPGSV_azimuth_4,GPGSV_snr_4,GPGSV_prn_5,GPGSV_elevation_5,GPGSV_azimuth_5,GPGSV_snr_5,GPGSV_prn_6,GPGSV_elevation_6,GPGSV_azimuth_6,GPGSV_snr_6,GPGSV_prn_7,GPGSV_elevation_7,GPGSV_azimuth_7,GPGSV_snr_7,GPGSV_prn_8,GPGSV_elevation_8,GPGSV_azimuth_8,GPGSV_snr_8,GPGSV_prn_9,GPGSV_elevation_9,GPGSV_azimuth_9,GPGSV_snr_9,GPGSV_prn_10,GPGSV_elevation_10,GPGSV_azimuth_10,GPGSV_snr_10,GPGSV_prn_11,GPGSV_elevation_11,GPGSV_azimuth_11,GPGSV_snr_11,GPGSV_prn_12,GPGSV_elevation_12,GPGSV_azimuth_12,GPGSV_snr_12,GPGSV_prn_13,GPGSV_elevation_13,GPGSV_azimuth_13,GPGSV_snr_13,GPGSV_prn_14,GPGSV_elevation_14,GPGSV_azimuth_14,GPGSV_snr_14,GPGSV_prn_15,GPGSV_elevation_15,GPGSV_azimuth_15,GPGSV_snr_15,GLGSV_sat_in_view,GLGSV_prn_0,GLGSV_elevation_0,GLGSV_azimuth_0,GLGSV_snr_0,GLGSV_prn_1,GLGSV_elevation_1,GLGSV_azimuth_1,GLGSV_snr_1,GLGSV_prn_2,GLGSV_elevation_2,GLGSV_azimuth_2,GLGSV_snr_2,GLGSV_prn_3,GLGSV_elevation_3,GLGSV_azimuth_3,GLGSV_snr_3,GLGSV_prn_4,GLGSV_elevation_4,GLGSV_azimuth_4,GLGSV_snr_4,GLGSV_prn_5,GLGSV_elevation_5,GLGSV_azimuth_5,GLGSV_snr_5,GLGSV_prn_6,GLGSV_elevation_6,GLGSV_azimuth_6,GLGSV_snr_6,GLGSV_prn_7,GLGSV_elevation_7,GLGSV_azimuth_7,GLGSV_snr_7,GLGSV_prn_8,GLGSV_elevation_8,GLGSV_azimuth_8,GLGSV_snr_8,GLGSV_prn_9,GLGSV_elevation_9,GLGSV_azimuth_9,GLGSV_snr_9,GLGSV_prn_10,GLGSV_elevation_10,GLGSV_azimuth_10,GLGSV_snr_10,GLGSV_prn_11,GLGSV_elevation_11,GLGSV_azimuth_11,GLGSV_snr_11,GPGSA_mode1,GPGSA_mode2,GPGSA_sat_used_0,GPGSA_sat_used_1,GPGSA_sat_used_2,GPGSA_sat_used_3,GPGSA_sat_used_4,GPGSA_sat_used_5,GPGSA_sat_used_6,GPGSA_sat_used_7,GPGSA_sat_used_8,GPGSA_sat_used_9,GPGSA_sat_used_10,GPGSA_sat_used_11,GPGSA_pdop,GPGSA_hdop,GPGSA_vdop,GNGSA0_mode1,GNGSA0_mode2,GNGSA0_sat_used_0,GNGSA0_sat_used_1,GNGSA0_sat_used_2,GNGSA0_sat_used_3,GNGSA0_sat_used_4,GNGSA0_sat_used_5,GNGSA0_sat_used_6,GNGSA0_sat_used_7,GNGSA0_sat_used_8,GNGSA0_sat_used_9,GNGSA0_sat_used_10,GNGSA0_sat_used_11,GNGSA0_pdop,GNGSA0_hdop,GNGSA0_vdop,GNGSA1_mode1,GNGSA1_mode2,GNGSA1_sat_used_0,GNGSA1_sat_used_1,GNGSA1_sat_used_2,GNGSA1_sat_used_3,GNGSA1_sat_used_4,GNGSA1_sat_used_5,GNGSA1_sat_used_6,GNGSA1_sat_used_7,GNGSA1_sat_used_8,GNGSA1_sat_used_9,GNGSA1_sat_used_10,GNGSA1_sat_used_11,GNGSA1_pdop,GNGSA1_hdop,GNGSA1_vdop,RMC_status,RMC_speed,RMC_course,RMC_mode
0,1,18,0.3,40.4,45.0,-1,-1,12,09,78,338,36,23,54,053,40,06,54,272,31,07,47,176,36,03,27,112,38,30,17,196,38,16,11,074,39,26,09,048,32,22,08,118,23,19,07,240,24,04,-1,-1,26,02,27,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,37,70,40,308,27,85,35,278,31,80,25,157,31,78,22,034,38,84,18,218,29,68,15,084,38,86,14,335,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.1,A,002.6,048.5,A
1,1,18,0.3,40.4,45.0,-1,-1,12,09,78,339,36,23,54,053,40,06,54,272,31,07,47,176,36,03,27,112,37,30,17,196,37,16,11,074,39,26,09,048,32,22,08,118,23,19,07,240,24,04,-1,-1,31,02,27,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,37,70,40,308,27,85,35,278,30,80,25,157,31,78,22,034,38,84,18,218,30,68,15,084,38,86,14,335,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,0.9,1.2,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,0.9,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,0.9,1.2,A,002.6,044.6,A
0,1,18,0.3,40.4,45.0,-1,-1,12,09,78,339,36,23,54,053,40,06,54,272,30,07,47,176,36,03,27,112,36,30,17,196,36,16,11,074,39,26,09,048,32,22,08,118,22,19,07,240,23,04,-1,-1,30,02,27,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,39,79,47,092,37,70,40,308,28,85,35,278,30,80,25,157,31,78,22,034,39,84,18,218,29,68,15,084,38,86,14,335,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.1,A,002.5,039.2,A
1,1,18,0.3,40.4,45.0,-1,-1,12,09,78,339,38,23,54,053,40,06,54,272,30,07,47,176,35,03,27,112,36,30,17,196,35,16,11,074,38,26,09,048,31,22,08,118,22,19,07,240,23,04,-1,-1,30,02,27,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,39,79,47,092,38,70,40,308,27,85,35,278,30,80,25,156,31,78,22,034,40,84,18,218,29,68,15,084,38,86,14,335,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.4,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.4,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.4,0.8,1.1,A,002.4,084.8,A
0,1,17,0.3,40.4,45.0,-1,-1,12,09,78,339,38,23,54,053,40,06,54,272,30,07,47,176,36,03,27,112,35,30,17,196,34,16,11,074,38,26,09,048,31,22,08,118,21,19,07,240,22,04,-1,-1,29,02,27,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,39,79,47,092,38,70,40,308,27,85,35,278,30,80,25,156,30,78,22,034,39,84,18,218,28,68,15,084,38,86,14,335,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,23,26,30,-1,-1,-1,1.4,0.8,1.2,A,3,03,06,07,09,16,19,23,26,30,-1,-1,-1,1.4,0.8,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.4,0.8,1.2,A,002.4,077.2,A
1,1,18,0.3,40.4,45.0,-1,-1,12,09,78,339,38,23,54,053,40,06,54,272,31,07,47,176,36,03,27,112,35,30,17,196,33,16,11,074,39,26,09,048,30,22,08,118,21,19,07,240,25,02,27,310,24,04,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,28,85,35,278,30,80,25,156,30,78,22,034,39,84,18,218,28,68,15,084,38,86,14,335,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,0.9,1.2,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,0.9,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,0.9,1.2,A,002.3,065.1,A
0,1,17,0.4,40.4,45.0,-1,-1,12,09,78,339,38,23,54,053,39,06,54,272,31,07,47,176,37,03,27,112,38,30,17,196,33,16,11,074,41,26,09,048,30,22,08,118,21,19,07,240,25,02,27,310,32,04,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,28,85,35,278,30,80,25,156,-1,78,22,034,38,84,18,218,27,68,15,084,38,86,14,335,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.1,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.1,1.3,A,3,68,69,70,79,84,85,86,-1,-1,-1,-1,-1,1.7,1.1,1.3,A,002.2,056.7,A
0,1,18,0.4,40.5,45.0,-1,-1,12,09,78,339,38,23,54,053,39,06,54,272,31,07,47,176,37,03,27,112,39,30,17,196,32,16,11,074,42,26,09,048,30,22,08,118,21,19,07,240,24,02,27,310,33,04,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,27,85,35,278,30,80,25,156,27,78,22,034,38,84,18,218,26,68,15,084,38,86,14,335,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.6,1.0,1.2,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.6,1.0,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.6,1.0,1.2,A,002.2,064.1,A
0,1,18,0.4,40.5,45.0,-1,-1,12,09,78,339,38,23,54,053,39,06,54,272,31,07,47,176,37,03,27,112,41,30,17,196,32,16,11,074,42,26,09,048,29,22,08,119,21,19,07,240,24,02,27,310,33,04,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,27,85,35,278,30,80,25,156,26,78,22,034,37,84,18,218,26,68,15,084,38,86,14,335,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.4,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.4,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.4,0.8,1.1,A,002.2,080.0,A
0,1,18,0.4,40.6,45.0,-1,-1,12,09,78,339,37,23,54,053,39,06,54,272,31,07,47,176,37,03,27,112,41,30,17,196,34,16,11,074,42,26,09,048,29,22,08,119,22,19,07,240,31,02,27,310,33,04,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,27,85,35,278,30,80,25,156,26,78,22,034,37,84,18,218,25,68,15,084,38,86,14,335,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.1,A,002.2,085.3,A
1,1,18,0.3,40.7,45.0,-1,-1,12,09,78,339,37,23,54,053,39,06,54,272,30,07,47,176,36,03,27,112,41,30,17,196,36,16,11,074,41,26,09,048,29,22,08,119,21,19,07,240,31,02,27,310,32,04,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,27,85,35,278,30,80,25,156,25,78,22,034,36,84,18,218,25,68,14,084,37,86,14,335,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.1,A,002.2,067.6,A
0,1,18,0.3,40.8,45.0,-1,-1,12,09,78,339,37,23,54,053,39,06,54,272,32,07,47,176,36,03,27,112,41,30,17,196,36,16,11,074,40,26,09,048,29,22,08,119,22,19,07,240,30,02,27,310,32,04,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,32,85,35,278,29,80,25,156,26,78,22,034,36,84,18,218,25,68,14,084,37,86,14,335,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.1,A,002.1,075.1,A
0,1,18,0.3,40.8,45.0,-1,-1,12,09,78,339,36,23,54,053,39,06,54,272,32,07,47,176,36,03,27,112,41,30,17,196,36,16,11,074,40,26,09,048,28,22,08,119,22,19,07,240,30,02,27,310,32,04,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,39,70,40,308,31,85,35,278,29,80,25,156,26,78,22,034,36,84,18,218,25,68,14,084,36,86,14,335,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.7,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.7,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.7,1.1,A,002.2,072.5,A
0,1,18,0.3,40.9,45.0,-1,-1,12,09,78,339,37,23,54,053,40,06,54,272,32,07,47,176,37,03,27,112,40,30,17,196,35,16,11,074,40,26,09,048,28,22,08,119,22,19,07,240,31,02,27,310,32,04,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,30,85,35,278,29,80,25,156,31,78,22,034,37,84,18,218,24,68,14,084,36,86,14,335,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.0,A,002.2,071.0,A
1,1,18,0.4,40.9,45.0,-1,-1,12,09,78,339,37,23,54,053,40,06,54,272,32,07,47,176,37,03,27,112,40,30,17,196,35,16,11,074,40,26,09,048,28,22,08,119,22,19,07,240,31,02,27,310,31,04,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,38,70,40,308,30,85,35,278,29,80,25,156,30,78,22,034,36,84,18,218,26,68,14,084,36,86,14,335,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.9,1.0,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.9,1.0,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.9,1.0,A,002.2,069.9,A
1,1,18,0.4,41.0,45.0,-1,-1,12,09,78,339,37,23,54,053,40,06,54,272,32,07,47,176,37,03,27,112,40,30,17,196,34,16,11,074,39,26,09,048,27,22,08,119,22,19,07,240,30,02,27,310,31,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,37,70,40,308,29,85,35,278,29,80,25,156,30,78,22,034,36,84,18,218,26,68,14,084,36,86,14,335,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.0,A,002.2,072.0,A
1,1,18,0.4,41.0,45.0,-1,-1,11,09,78,339,36,23,54,053,39,06,54,272,31,07,48,176,37,03,27,112,41,30,17,196,33,16,11,074,39,26,09,048,32,22,08,119,21,19,07,240,30,02,27,310,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,37,70,40,308,28,85,35,278,28,80,25,156,30,78,22,034,36,84,18,218,25,86,14,335,33,68,14,084,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.0,A,002.3,067.1,A
1,1,18,0.4,41.0,45.0,-1,-1,11,09,78,339,36,23,54,053,39,06,54,272,31,07,48,176,37,03,27,112,41,30,17,196,32,16,11,074,39,26,09,048,32,22,08,119,21,19,07,240,30,02,27,310,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,37,70,40,308,28,85,35,278,28,80,25,156,31,78,22,034,36,84,18,218,25,86,14,334,32,68,14,084,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.0,A,002.3,062.2,A
1,1,17,0.4,41.0,45.0,-1,-1,11,09,78,339,36,23,54,053,39,06,54,272,31,07,48,176,37,03,27,112,40,30,17,196,33,16,11,074,39,26,09,048,31,22,08,119,19,19,07,240,30,02,27,310,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,38,79,47,092,37,70,40,308,28,85,35,278,29,80,25,156,31,78,22,034,35,84,18,218,24,86,14,334,32,68,14,084,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,23,26,30,-1,-1,-1,1.3,0.8,1.0,A,3,03,06,07,09,16,19,23,26,30,-1,-1,-1,1.3,0.8,1.0,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.0,A,002.3,064.7,A
1,1,18,0.4,41.1,45.0,-1,-1,11,09,78,339,36,23,54,053,39,06,54,272,34,07,48,176,38,03,27,112,40,30,17,196,36,16,11,074,39,26,09,048,31,22,08,119,19,19,07,240,30,02,27,310,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,36,70,40,308,28,85,35,278,29,80,25,156,30,78,22,034,35,84,18,218,24,86,14,334,32,68,14,084,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.0,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.0,A,002.3,067.5,A
0,1,18,0.4,41.1,45.0,-1,-1,11,09,78,339,36,23,54,053,38,06,54,272,33,07,48,176,38,03,27,112,40,30,17,196,36,16,11,074,39,26,09,048,30,22,08,119,25,19,07,240,30,02,27,310,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,36,70,40,308,27,85,35,278,29,80,25,156,30,78,22,034,34,84,18,218,23,86,14,334,32,68,14,084,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.1,A,002.3,071.6,A
0,1,18,0.4,41.0,45.0,-1,-1,11,09,78,339,36,23,54,053,38,06,54,272,33,07,48,176,38,03,27,112,40,30,17,196,36,16,11,074,39,26,09,048,30,22,08,119,25,19,07,240,29,02,27,310,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,36,70,40,308,27,85,35,278,29,80,25,156,30,78,22,033,36,84,18,218,23,86,14,334,31,68,14,084,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.1,A,002.3,073.0,A
1,1,18,0.4,41.0,45.0,-1,-1,11,09,78,339,37,23,54,053,38,06,54,272,32,07,48,176,38,03,27,112,40,30,17,196,36,16,11,074,39,26,09,048,29,22,08,119,25,19,07,240,29,02,27,310,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,37,70,40,308,27,85,35,278,29,80,25,156,30,78,22,033,38,84,18,218,23,86,14,334,31,68,14,084,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.3,0.8,1.1,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.3,0.8,1.1,A,002.3,068.5,A
1,1,18,0.4,41.0,45.0,-1,-1,12,09,78,339,37,23,54,053,38,06,54,272,32,07,48,176,38,03,27,112,39,30,17,196,36,16,11,074,39,26,09,048,29,22,08,119,24,19,07,240,29,02,27,310,34,04,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,36,70,40,308,27,85,35,278,29,80,25,156,30,78,22,033,38,84,18,218,23,68,14,084,37,86,14,334,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,1.0,1.2,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,1.0,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,1.0,1.2,A,002.3,068.0,A
1,1,18,0.4,41.0,45.0,-1,-1,12,09,78,339,37,23,54,053,38,06,54,272,32,07,48,176,38,03,27,112,39,30,17,196,36,16,11,074,39,26,09,048,28,22,08,119,23,19,07,240,28,02,27,310,33,04,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,36,70,40,308,26,85,35,278,29,80,25,156,30,78,22,033,38,84,18,218,22,68,14,084,37,86,14,334,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,1.0,1.2,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,1.0,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,1.0,1.2,A,002.3,073.8,A
1,1,18,0.4,41.0,45.0,-1,-1,12,09,78,339,37,23,54,053,38,06,54,272,32,07,48,176,38,03,27,112,39,30,17,196,36,16,11,074,39,26,09,048,28,22,08,119,23,19,07,240,28,02,27,310,33,04,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,36,70,40,308,26,85,35,278,29,80,25,156,30,78,22,033,37,84,18,218,28,68,14,084,37,86,14,334,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,0.9,1.4,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,0.9,1.4,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,0.9,1.4,A,002.4,073.5,A
0,1,18,0.3,40.9,45.0,-1,-1,12,09,78,339,37,23,54,053,38,06,54,272,32,07,48,176,38,03,27,112,40,30,17,196,36,16,11,074,40,26,09,048,28,22,08,119,23,19,07,240,27,02,27,310,32,04,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,36,70,40,308,26,85,35,278,29,80,25,156,30,78,22,033,37,84,18,218,28,68,14,084,37,86,14,334,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,1.0,1.2,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.5,1.0,1.2,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.5,1.0,1.2,A,002.4,070.8,A
0,1,18,0.3,40.9,45.0,-1,-1,12,09,78,339,36,23,54,053,38,06,54,271,31,07,48,176,38,03,27,112,41,30,17,196,36,16,11,074,40,26,09,048,30,22,08,119,22,19,07,240,26,02,27,310,32,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,69,54,044,37,79,47,092,36,70,40,308,26,85,35,278,29,80,25,156,30,78,22,033,36,84,18,218,30,68,14,084,37,86,14,334,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.1,1.3,A,3,03,06,07,09,16,19,22,23,26,30,-1,-1,1.7,1.1,1.3,A,3,68,69,70,79,80,84,85,86,-1,-1,-1,-1,1.7,1.1,1.3,A,002.4,072.3,A
